,user,movie_recommendation
225,225,"['Toy Story 3 ', 'Fun ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Watership Down ', 'Antz ']"
226,226,"['Toy, The ', 'Fun ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', ""We're Back! A Dinosaur's Story "", 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Fun with Dick and Jane ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Gnomeo & Juliet ']"
227,227,"['Fun ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ']"
228,228,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
229,229,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Girls Just Want to Have Fun ']"
230,230,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ', 'A Detective Story ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
231,231,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', ""Kid's Story "", 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'G.I. Joe: The Movie ', 'Straight Story, The ', 'Love Story ', 'Epic ']"
232,232,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
233,233,"['Toy, The ', 'Fun ', 'Wild, The ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Robots ', 'Inside Out ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ', 'Watership Down ', 'Gnomeo & Juliet ', 'FairyTale: A True Story ']"
234,234,"['Toy Story 2 ', 'Toy, The ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ']"
235,235,"['Toy, The ', 'Fun ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
236,236,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
237,237,"['Toy, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ', 'Gnomeo & Juliet ']"
238,238,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Robots ', 'Inside Out ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
239,239,"['Toy Story 2 ', 'Toy, The ', 'Toy Soldiers ', 'Wild, The ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
240,240,"['Toy Story 2 ', 'Fun ', 'Christmas Story, A ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
241,241,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'In Search of the Castaways ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Straight Story, The ', 'Love Story ', 'Epic ']"
242,242,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'A Story of Children and Film ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Girls Just Want to Have Fun ']"
243,243,"['Toy Story 2 ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
244,244,"['Fun ', 'Toy Soldiers ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
245,245,"['Toy Story 2 ', 'Toy, The ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'A Story of Children and Film ', 'Madagascar ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
246,246,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ']"
247,247,"['Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ', 'Watership Down ', 'Halloweentown ', 'Gnomeo & Juliet ']"
248,248,"['In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ', 'Gnomeo & Juliet ']"
249,249,"['Toy Story 2 ', 'Toy Story 3 ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Goonies, The ', 'Enchanted ', 'Robots ', 'Inside Out ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
250,250,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Straight Story, The ', 'Love Story ']"
251,251,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
252,252,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ']"
253,253,"['Toy Story 3 ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
254,254,"['Toy, The ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
255,255,"['Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Girls Just Want to Have Fun ']"
256,256,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Straight Story, The ']"
257,257,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Goonies, The ', 'Enchanted ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Madagascar ', 'Rio ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Girls Just Want to Have Fun ', 'Epic ', 'Halloweentown ', 'Gnomeo & Juliet ']"
258,258,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
259,259,"['Toy, The ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'Home ', 'Turbo ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ']"
260,260,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Love Story ', 'Epic ']"
261,261,"['Toy Story 3 ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ']"
262,262,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
263,263,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ']"
264,264,"['Toy Story 2 ', 'Toy, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
265,265,"['Toy Story 3 ', 'Toy, The ', 'Toy Soldiers ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
266,266,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ']"
267,267,"['Fun ', 'Christmas Story, A ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ']"
268,268,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Shrek the Third ']"
269,269,"['Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Epic ']"
270,270,"['Toy Story 2 ', 'Toy, The ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ']"
271,271,"['Toy, The ', 'Toy Soldiers ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
272,272,"['Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'NeverEnding Story III, The ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
273,273,"['Toy Story 3 ', 'Fun ', 'Toy Soldiers ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Girls Just Want to Have Fun ']"
274,274,"['Toy, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ']"
275,275,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
276,276,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
277,277,"['Toy, The ', 'Fun ', 'Wild, The ', 'Home ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
278,278,"['Toy, The ', 'Fun ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ', 'Watership Down ', 'Halloweentown ']"
279,279,"['Toy, The ', 'Fun ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Valiant ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Girls Just Want to Have Fun ']"
280,280,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Tale of Despereaux, The ']"
